image_name,tags
test_9040,clear primary
test_9041,clear primary
test_9042,clear primary
test_9043,clear primary
test_9044,clear primary
test_9045,clear primary
test_9046,clear primary water
test_9047,primary agriculture partly_cloudy
test_9048,clear primary agriculture habitation
test_9049,clear primary agriculture
test_9050,clear primary road water agriculture
test_9051,clear primary road agriculture
test_9052,haze cloudy
test_9053,clear primary water
test_9054,clear primary
test_9055,clear primary agriculture cultivation
test_9056,cloudy
test_9057,clear primary road agriculture
test_9058,clear primary agriculture
test_9059,clear primary water
test_9060,clear primary
test_9061,clear primary
test_9062,cloudy
test_9063,clear primary
test_9064,clear primary water agriculture
test_9065,clear primary agriculture cultivation
test_9066,primary road agriculture partly_cloudy
test_9067,clear primary
test_9068,clear primary
test_9069,clear primary
test_9070,artisinal_mine clear primary water
test_9071,clear primary agriculture
test_9072,clear primary
test_9073,clear primary
test_9074,primary partly_cloudy
test_9075,primary partly_cloudy
test_9076,clear primary agriculture habitation
test_9077,clear primary
test_9078,primary partly_cloudy
test_9079,clear primary agriculture cultivation
test_9080,clear primary road agriculture
test_9081,clear primary
test_9082,haze cloudy
test_9083,clear primary
test_9084,clear primary water
test_9085,primary agriculture partly_cloudy
test_9086,clear primary
test_9087,clear primary road water agriculture
test_9088,primary partly_cloudy
test_9089,cloudy
test_9090,clear primary
test_9091,clear primary
test_9092,clear primary road agriculture
test_9093,clear primary
test_9094,clear primary
test_9095,clear primary water
test_9096,clear primary
test_9097,primary partly_cloudy
test_9098,clear primary agriculture
test_9099,clear primary
test_9100,cloudy
test_9101,cloudy
test_9102,clear primary road water
test_9103,clear primary
test_9104,primary partly_cloudy
test_9105,clear primary road agriculture
test_9106,clear primary road agriculture
test_9107,clear primary agriculture
test_9108,clear primary road water agriculture habitation
test_9109,primary agriculture cultivation partly_cloudy
test_9110,clear primary agriculture
test_9111,clear primary
test_9112,clear primary agriculture
test_9113,clear primary
test_9114,primary agriculture partly_cloudy
test_9115,clear primary
test_9116,primary agriculture partly_cloudy
test_9117,clear primary agriculture
test_9118,clear primary road agriculture cultivation
test_9119,clear primary
test_9120,clear primary agriculture
test_9121,primary partly_cloudy
test_9122,primary partly_cloudy
test_9123,clear primary
test_9124,clear cloudy
test_9125,primary partly_cloudy
test_9126,primary partly_cloudy
test_9127,clear primary road water agriculture
test_9128,clear primary road agriculture
test_9129,clear primary road agriculture
test_9130,clear primary
test_9131,clear primary
test_9132,cloudy
test_9133,primary partly_cloudy
test_9134,primary road water agriculture partly_cloudy
test_9135,clear primary agriculture
test_9136,clear primary
test_9137,clear primary agriculture
test_9138,clear primary
test_9139,clear primary agriculture habitation
test_9140,primary partly_cloudy
test_9141,clear primary water
test_9142,clear primary
test_9143,clear primary
test_9144,clear primary
test_9145,clear primary agriculture cultivation
test_9146,clear primary
test_9147,primary road agriculture partly_cloudy
test_9148,clear primary water agriculture
test_9149,clear primary
test_9150,clear primary water
test_9151,clear primary road agriculture
test_9152,clear primary
test_9153,clear primary
test_9154,primary agriculture cultivation partly_cloudy
test_9155,clear primary road agriculture
test_9156,clear primary road agriculture
test_9157,clear primary road agriculture habitation
test_9158,clear primary
test_9159,clear primary road agriculture
test_9160,clear primary road agriculture
test_9161,clear primary
test_9162,clear haze primary
test_9163,primary road agriculture partly_cloudy
test_9164,clear primary water cultivation
test_9165,haze primary
test_9166,clear primary road water agriculture
test_9167,cloudy
test_9168,clear primary
test_9169,clear primary road agriculture
test_9170,clear primary agriculture
test_9171,primary partly_cloudy
test_9172,clear primary road agriculture
test_9173,clear primary road agriculture habitation
test_9174,clear primary agriculture
test_9175,clear primary road agriculture habitation
test_9176,haze primary
test_9177,clear primary
test_9178,clear primary
test_9179,cloudy
test_9180,clear primary
test_9181,clear primary cultivation
test_9182,clear primary
test_9183,clear primary
test_9184,clear primary road agriculture
test_9185,clear primary road agriculture cultivation
test_9186,clear cloudy
test_9187,clear primary water
test_9188,haze primary cloudy
test_9189,cloudy
test_9190,clear primary road agriculture
test_9191,clear primary
test_9192,clear primary
test_9193,primary partly_cloudy
test_9194,clear primary agriculture cultivation
test_9195,clear primary
test_9196,clear primary
test_9197,primary partly_cloudy
test_9198,clear primary
test_9199,primary road water agriculture partly_cloudy
test_9200,clear primary
test_9201,primary agriculture cultivation partly_cloudy
test_9202,primary partly_cloudy
test_9203,primary road agriculture partly_cloudy
test_9204,clear primary
test_9205,clear primary agriculture
test_9206,clear primary road agriculture
test_9207,primary water agriculture partly_cloudy
test_9208,primary road agriculture
test_9209,clear primary road agriculture
test_9210,clear primary
test_9211,clear primary
test_9212,clear primary
test_9213,clear haze primary
test_9214,clear primary agriculture
test_9215,clear primary
test_9216,clear primary agriculture habitation
test_9217,haze primary water agriculture
test_9218,primary road agriculture habitation partly_cloudy
test_9219,cloudy
test_9220,primary agriculture partly_cloudy
test_9221,clear primary agriculture cultivation
test_9222,clear primary agriculture cultivation
test_9223,primary partly_cloudy
test_9224,clear primary
test_9225,clear primary water agriculture
test_9226,clear
test_9227,primary road agriculture partly_cloudy
test_9228,clear primary agriculture
test_9229,clear primary road agriculture
test_9230,clear primary
test_9231,clear primary road agriculture
test_9232,clear primary
test_9233,clear primary water
test_9234,cloudy
test_9235,clear primary road water agriculture
test_9236,clear primary agriculture
test_9237,clear primary
test_9238,primary partly_cloudy
test_9239,clear primary agriculture
test_9240,clear primary agriculture
test_9241,clear primary
test_9242,clear primary
test_9243,clear primary
test_9244,clear primary agriculture cultivation
test_9245,clear primary
test_9246,primary road agriculture partly_cloudy
test_9247,clear primary
test_9248,cloudy
test_9249,haze primary
test_9250,primary partly_cloudy
test_9251,primary agriculture partly_cloudy
test_9252,clear primary road agriculture habitation
test_9253,primary partly_cloudy
test_9254,primary agriculture partly_cloudy
test_9255,primary partly_cloudy
test_9256,clear primary road agriculture cultivation habitation
test_9257,clear primary water
test_9258,clear primary
test_9259,clear primary
test_9260,clear primary
test_9261,clear haze primary
test_9262,cloudy
test_9263,clear water cloudy
test_9264,primary water agriculture partly_cloudy
test_9265,clear primary road
test_9266,clear primary agriculture
test_9267,primary partly_cloudy
test_9268,clear primary
test_9269,primary road agriculture partly_cloudy
test_9270,cloudy
test_9271,clear primary road water
test_9272,primary road agriculture partly_cloudy
test_9273,clear primary
test_9274,clear primary
test_9275,clear primary
test_9276,clear primary agriculture
test_9277,primary partly_cloudy
test_9278,primary road partly_cloudy
test_9279,clear primary
test_9280,cloudy
test_9281,primary partly_cloudy
test_9282,clear primary road habitation
test_9283,clear primary
test_9284,primary road agriculture partly_cloudy
test_9285,clear primary
test_9286,primary water partly_cloudy
test_9287,clear primary water habitation
test_9288,clear primary road agriculture
test_9289,cloudy
test_9290,clear primary
test_9291,partly_cloudy
test_9292,primary partly_cloudy
test_9293,primary partly_cloudy
test_9294,clear primary
test_9295,cloudy
test_9296,clear primary
test_9297,clear primary
test_9298,primary agriculture partly_cloudy
test_9299,clear primary
test_9300,clear primary
test_9301,primary partly_cloudy
test_9302,clear primary
test_9303,clear primary
test_9304,clear primary
test_9305,clear primary
test_9306,clear primary road water agriculture habitation
test_9307,haze primary road agriculture
test_9308,clear primary
test_9309,clear primary road agriculture
test_9310,primary partly_cloudy
test_9311,haze primary
test_9312,primary water agriculture partly_cloudy
test_9313,cloudy
test_9314,clear primary road agriculture
test_9315,cloudy
test_9316,clear primary agriculture
test_9317,clear primary agriculture
test_9318,clear primary
test_9319,clear primary
test_9320,primary water agriculture partly_cloudy
test_9321,clear primary
test_9322,clear primary
test_9323,clear primary
test_9324,primary partly_cloudy
test_9325,clear primary
test_9326,clear primary road water
test_9327,haze primary
test_9328,haze primary
test_9329,clear primary cultivation
test_9330,clear primary
test_9331,clear primary road agriculture cultivation
test_9332,clear primary agriculture cultivation
test_9333,clear primary
test_9334,primary partly_cloudy
test_9335,clear primary road water agriculture cultivation
test_9336,clear primary
test_9337,primary road agriculture partly_cloudy
test_9338,clear primary road agriculture
test_9339,primary partly_cloudy
test_9340,clear primary
test_9341,clear primary
test_9342,clear primary
test_9343,primary partly_cloudy
test_9344,clear selective_logging primary road agriculture
test_9345,clear primary agriculture
test_9346,clear primary agriculture
test_9347,clear primary
test_9348,clear primary
test_9349,clear primary
test_9350,primary partly_cloudy
test_9351,cloudy
test_9352,primary water agriculture cultivation partly_cloudy
test_9353,clear primary road agriculture habitation
test_9354,clear primary water
test_9355,clear primary water
test_9356,haze primary
test_9357,clear primary
test_9358,clear primary road water
test_9359,clear primary
test_9360,clear primary
test_9361,clear primary agriculture cultivation
